Division;Club;Player;Best Pos;Sec. Position;Position;Age;Height;Wage;Transfer Value;Left Foot;Right Foot;Rating;PoM;Minutes;Goals;Mins/Gl;Goals per 90 minutes;xG;NP-xG;xG-OP;xG/90;Conv %;xG/shot;Shot/90;ShT/90;Shots From Outside The Box Per 90 minutes;Shot %;Goals From Outside The Box;Pens;Pen/R;Assists;Asts/90;xA;xA/90;Pas %;Ps A/90;Ch C/90;OP-KP/90;Pr passes/90;Crs A/90;Cr C/90;Cr C/A;OP-Crs A/90;OP-Crs C/90;OP-Cr %;Drb/90;Fouls Against;Off;Poss Lost/90;Poss Won/90;Tck/90;Int/90;Pres A/90;Tck R;Tck A;K Tck;Blk/90;Clr/90;Shts Blckd/90;Fouls Made;Yel;Red cards;Dist/90;Sprints/90;Recurring Injury;Injury Susceptibility;Aer A/90;Hdr %;K Hdrs/90;Clean Sheets;xGP;MLG;Sv %;Svh;Svp;Svt;Goals Conceded;Pens Faced;Pens Saved Ratio;Tgls/90;Tcon/90
Second Division;Valladolid;Jean-Kévin Duverne;D (L);;D (LC);29;"6'1""";£3.5K - £5K p/w;£190K - £1.9M;Weak;Very Strong;6.91;1;1455;0;0;0.0;0.06;0.06;-0.06;0.0;0%;0.06;0.1;0.0;0.0;0%;0;0;0;2;0.1;1.58;0.1;93%;57.3;0.1;0.6;8.0;1.5;0.2;12;1.5;0.2;13;0.9;10;1;12.5;14.2;2.0;2.2;6.9;80;40;2;0.7;0.7;0.5;27;0;0;11.6;15.3;No recurring injuries;Above Average;4.7;63;0.6;0;0;0;0;0;0;0;0;0;0;1.7;1.0
Second Division;R. Madrid B;Manuel Ángel;M (C);DM, AM (C);DM, M/AM (C);22;"5'7""";£3.2K - £5.25K p/w;£4K - £40K;Strong;Very Strong;6.53;0;1419;0;0;0.0;1.72;1.72;-1.72;0.1;0%;0.114666666666667;1.0;0.4;0.1;47%;0;0;0;7;0.4;3.54;0.2;0%;0.0;0.3;0.4;0.0;1.3;0.1;10;0.0;0.0;0;0.0;8;0;14.3;9.1;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;2;2;0;0.0;0.0;No recurring injuries;Below Average;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0.8;1.5
Bundesliga 2;SSV Jahn Regensburg;Marko Ivezić;D (C);M (C);D (C), DM, M (C);25;"6'3""";£6.75K - £11.25K p/w;£850K - £2M;Weak;Very Strong;6.98;0;1222;0;0;0.0;0.14;0.14;-0.14;0.0;0%;0.035;0.3;0.0;0.1;0%;0;0;0;0;0.0;0.72;0.1;91%;50.4;0.2;0.4;3.2;0.1;0.0;0;0.1;0.0;0;0.1;4;0;5.2;13.3;0.8;3.2;4.6;55;20;1;0.5;1.0;0.7;6;1;0;12.0;9.3;No recurring injuries;Below Average;4.0;76;0.7;0;0;0;0;0;0;0;0;0;0;0.8;0.8
Bundesliga 2;Holstein Kiel;Jochem Ritmeester van de Kamp;M (C);M (R), AM (RC);DM, M/AM (RC);23;"5'10""";£5.75K - £9.75K p/w;£5M - £6.4M;Strong;Very Strong;6.41;0;1152;0;0;0.0;0.33;0.33;-0.33;0.0;0%;0.04125;0.6;0.2;0.2;25%;0;0;0;1;0.1;1.71;0.1;0%;0.0;0.3;0.1;0.0;0.0;0.0;0;0.0;0.0;0;0.0;5;0;13.8;6.6;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;4;4;0;0.0;0.0;No recurring injuries;Low;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0.5;1.0
Eredivisie;Fortuna Sittard;Mattijs Branderhorst;GK;;GK;32;"6'4""";£1.2K - £2.1K p/w;Not for Sale;Very Weak;Very Strong;6.86;1;1260;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;84%;23.6;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;2;0;7.4;5.5;0.0;0.0;0.0;0;2;0;0.0;3.0;0.0;0;0;0;4.9;0.0;No recurring injuries;Below Average;0.0;0;0.0;5;1.97;1;76;15;20;7;13;2;0;1.1;0.9
Jupiler Pro League;KV Mechelen;Gora Diouf;D (C);D (L);D (LC);23;"6'1""";£2K - £3.3K p/w;£120K - £1.2M;Very Strong;Reasonable;6.85;1;2385;0;0;0.0;0.38;0.38;-0.38;0.0;0%;0.0633333333333333;0.2;0.0;0.1;17%;0;0;0;2;0.1;1.46;0.1;92%;40.8;0.1;0.2;1.6;0.0;0.0;0;0.0;0.0;0;0.0;5;0;2.7;16.4;0.4;3.0;2.4;79;14;4;0.9;0.9;0.9;6;3;0;10.5;4.2;No recurring injuries;Below Average;4.0;65;0.2;0;0;0;0;0;0;0;0;0;0;1.2;1.3
Premier League;Gil Vicente;Lucão;GK;;GK;25;"6'3""";£2.2K - £3.3K p/w;Unknown;Very Weak;Very Weak;6.74;1;1247;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;87%;25.7;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;8;0;9.5;3.3;0.0;0.0;0.0;0;1;0;0.0;2.7;0.0;1;1;1;5.7;0.0;No recurring injuries;Above Average;0.0;0;0.0;5;4.14;1;77;14;25;6;13;1;0;0.9;0.9
Eredivisie;FC Utrecht;Mike Eerdhuijzen;D (C);;D (C);26;"6'4""";£2K - £3.1K p/w;£6M - £7.6M;Very Strong;Weak;6.88;0;1169;0;0;0.0;0.74;0.74;-0.74;0.1;0%;0.105714285714286;0.5;0.2;0.2;29%;0;0;0;0;0.0;1.11;0.1;92%;41.2;0.1;0.2;2.2;0.2;0.1;50;0.2;0.1;50;0.0;3;0;3.3;14.3;0.7;2.5;2.5;100;9;3;1.2;1.1;0.3;9;4;1;9.6;4.6;No recurring injuries;Average;4.7;72;1.2;0;0;0;0;0;0;0;0;0;0;1.4;0.8
Premier League;Alverca SAD;Matheus Mendes;GK;;GK;27;"6'4""";£1.6K - £2.5K p/w;Unknown;Very Weak;Very Weak;6.73;2;1380;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;78%;24.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;6;0;6.9;3.8;0.1;0.0;0.0;50;4;0;0.0;2.8;0.0;0;0;0;5.3;0.0;No recurring injuries;Above Average;0.0;0;0.0;3;4.45;0;78;20;28;11;18;4;50;0.9;1.2
Ligue 1 McDonald's;Auxerre;Louis Mouton;DM;M (C);DM, M (C);24;"5'11""";£16.75K - £19.25K p/w;£7.6M - £9M;Reasonable;Very Strong;7.00;1;1274;0;0;0.0;1.43;1.43;-1.43;0.1;0%;0.143;0.7;0.1;0.2;20%;0;0;0;5;0.4;2.31;0.2;92%;56.8;0.1;0.6;3.5;0.5;0.1;14;0.1;0.0;0;0.1;6;1;5.5;12.3;1.1;2.5;5.9;94;17;0;0.9;0.8;0.5;6;0;0;11.2;12.3;No recurring injuries;Below Average;2.1;60;0.0;0;0;0;0;0;0;0;0;0;0;1.4;1.1
Premier League;AVS SAD;Simão Bertelli;GK;;GK;33;"6'2""";£550 - £925 p/w;Not for Sale;Very Weak;Very Weak;6.46;3;1170;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;78%;24.4;0.0;0.0;0.2;0.0;0.0;0;0.0;0.0;0;0.0;1;0;9.1;4.2;0.0;0.0;0.0;0;2;0;0.0;3.3;0.0;0;0;0;5.9;0.0;No recurring injuries;Low;0.0;0;0.0;3;-6.26;1;70;10;33;11;23;2;0;0.9;1.8
Premier League;Estrela da Amadora SAD;Renan Ribeiro;GK;;GK;36;"6'4""";£1.4K - £2.3K p/w;Not for Sale;Very Weak;Very Weak;6.72;1;1051;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;83%;23.5;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;2;0;11.0;3.0;0.0;0.0;0.0;0;0;0;0.0;2.9;0.0;1;1;0;5.9;0.0;No recurring injuries;Above Average;0.0;0;0.0;4;-0.14;0;71;7;20;8;14;0;0;0.9;1.2
First Division;Granada;Diego Hormigo;D (L);D (C), WB (L);D (LC), WB (L);23;"6'0""";£4.4K - £6.5K p/w;£750K - £1.7M;Very Strong;Weak;6.58;0;1078;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0.71;0.1;84%;54.9;0.3;1.5;6.9;0.8;0.2;22;0.8;0.2;22;0.3;3;0;14.6;11.2;2.2;3.8;7.1;79;33;3;0.9;1.6;0.7;8;0;0;11.7;15.4;No recurring injuries;High;2.4;69;0.2;0;0;0;0;0;0;0;0;0;0;0.8;2.1
Eredivisie;Excelsior;Ilias Bronkhorst;D (R);D (L);D (RL), WB (R);29;"6'1""";£1.7K - £2.4K p/w;£1.1M - £2.6M;Weak;Very Strong;6.73;0;1350;0;0;0.0;1.31;1.31;-1.31;0.1;0%;0.131;0.7;0.1;0.3;10%;1;0;0;1;0.1;0.94;0.1;84%;52.1;0.1;0.9;5.9;1.7;0.5;28;1.7;0.5;28;1.1;21;0;14.0;10.8;1.1;2.9;6.9;100;17;0;0.6;1.5;0.1;6;0;0;11.4;15.2;No recurring injuries;Below Average;2.9;72;0.3;0;0;0;0;0;0;0;0;0;0;0.6;1.2
Bundesliga;VfL Bochum 1848;Beau Reus;GK;;GK;25;"6'6""";£15K - £22K p/w;£550K - £5.4M;Very Strong;Weak;6.68;1;1291;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;83%;22.8;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;9;0;8.0;2.8;0.0;0.0;0.0;0;1;0;0.0;3.6;0.0;0;0;0;4.4;0.0;No recurring injuries;Below Average;0.0;0;0.0;6;-1.66;1;76;11;24;14;16;1;0;0.8;1.1
Jupiler Pro League;STVV;Ilias Sebaoui;AM (L);;AM (L);25;"5'11""";£4K - £6.5K p/w;£3.7M - £7.6M;Reasonable;Very Strong;6.97;2;1138;0;0;0.0;1.28;1.28;-1.28;0.1;0%;0.0711111111111111;1.4;0.3;0.5;22%;0;0;0;5;0.4;1.34;0.1;91%;43.3;0.4;1.7;3.2;4.0;0.7;17;3.7;0.6;17;2.9;12;5;18.9;4.7;1.7;2.0;7.9;84;25;0;0.6;0.2;0.0;17;0;0;11.9;14.2;No recurring injuries;Below Average;5.3;37;0.2;0;0;0;0;0;0;0;0;0;0;0.7;1.0
Bundesliga;Borussia M'gladbach;Fabio Chiarodia;D (C);D (L);D (LC);21;"6'1""";£36K - £58K p/w;£3.4M - £5.6M;Very Strong;Weak;6.86;0;1350;0;0;0.0;0.03;0.03;-0.03;0.0;0%;0.03;0.1;0.0;0.1;0%;0;0;0;0;0.0;0.24;0.0;90%;41.7;0.0;0.1;2.2;0.0;0.0;0;0.0;0.0;0;0.0;5;0;3.9;12.5;0.5;2.9;3.0;100;7;0;0.7;0.8;1.3;2;2;0;10.1;4.3;No recurring injuries;Above Average;4.7;75;1.1;0;0;0;0;0;0;0;0;0;0;0.9;1.4
Eredivisie;sc Heerenveen;Ringo Meerveld;AM (C);;M/AM (C);23;"5'10""";£2.6K - £3.8K p/w;£160K - £8.8M;Reasonable;Very Strong;6.50;0;1282;0;0;0.0;2.06;2.06;-2.06;0.1;0%;0.114444444444444;1.3;0.3;0.6;22%;1;0;0;3;0.2;3.18;0.2;0%;0.0;0.4;0.2;0.0;2.8;0.5;17;0.0;0.0;0;0.0;7;0;13.8;9.9;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0;0;0;0.0;0.0;No recurring injuries;Above Average;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0.6;0.8
Bundesliga 2;Holstein Kiel;Kasper Davidsen;DM;;DM, M (C);21;"6'3""";£5.75K - £8.25K p/w;£3.3M - £7M;Reasonable;Very Strong;6.60;0;1578;0;0;0.0;3.03;3.03;-3.03;0.2;0%;0.178235294117647;1.0;0.2;0.2;24%;0;0;0;0;0.0;1.38;0.1;91%;25.8;0.5;0.5;2.3;0.1;0.0;0;0.1;0.0;0;0.0;10;1;11.0;11.1;0.6;1.4;2.9;63;16;0;0.3;0.6;0.1;4;1;0;5.7;5.9;No recurring injuries;Below Average;1.6;54;0.3;0;0;0;0;0;0;0;0;0;0;0.8;1.1
Second Division;Málaga;Izan Merino;DM;D (RC), M (C);D (RC), DM, M (C);20;"6'0""";£4K - £6.25K p/w;£425K - £4.3M;Reasonable;Very Strong;6.85;0;1085;0;0;0.0;1;1;-1;0.1;0%;0.111111111111111;0.7;0.1;0.2;11%;1;0;0;3;0.2;1.16;0.1;91%;52.0;0.3;1.0;6.0;0.1;0.0;0;0.1;0.0;0;0.2;4;0;4.2;14.2;0.7;3.2;5.4;62;13;0;0.5;0.7;0.2;8;3;0;11.0;9.3;No recurring injuries;Below Average;2.7;61;0.3;0;0;0;0;0;0;0;0;0;0;1.7;0.8
Jupiler Pro League;STVV;Robert-Jan Vanwesemael;WB (R);;D/WB (R);24;"5'9""";£1.9K - £3K p/w;£475K - £4.8M;Weak;Very Strong;6.88;0;1530;0;0;0.0;0.82;0.82;-0.82;0.0;0%;0.0683333333333333;0.7;0.1;0.4;8%;0;0;0;1;0.1;1.6;0.1;85%;50.8;0.1;0.6;6.5;5.1;0.8;16;1.9;0.2;9;1.1;13;1;14.7;11.1;1.3;3.4;7.5;79;28;0;0.5;1.1;0.9;13;2;0;12.1;17.4;No recurring injuries;Below Average;3.9;61;0.3;0;0;0;0;0;0;0;0;0;0;0.6;1.2
Sky Bet Championship;Middlesbrough;Leo Castledine;AM (C);AM (RL), ST (C);M (C), AM (RLC), ST (C);21;"5'10""";£11.25K - £16.75K p/w;£7.8M - £12.5M;Reasonable;Very Strong;6.71;0;1349;0;0;0.0;1.28;1.28;-1.28;0.1;0%;0.0556521739130435;1.5;0.5;0.5;35%;0;0;0;0;0.0;0.73;0.0;89%;40.0;0.1;1.3;2.5;1.2;0.3;27;1.1;0.3;29;0.9;11;3;17.0;10.4;0.6;1.1;4.9;75;12;0;0.2;0.1;0.0;6;0;0;10.1;8.5;No recurring injuries;Above Average;2.7;29;0.1;0;0;0;0;0;0;0;0;0;0;0.9;1.1
Sky Bet Championship;Portsmouth;Márk Kosznovszky;DM, M (C);AM (R);DM, M (C), AM (R);24;"5'10""";£14K - £19.25K p/w;£450K - £4.5M;Fairly Strong;Very Strong;6.91;0;1641;0;0;0.0;2.2;2.2;-2.2;0.1;0%;0.146666666666667;0.8;0.2;0.2;20%;0;0;0;4;0.2;3.38;0.2;91%;51.6;0.2;0.7;6.1;0.2;0.0;0;0.1;0.0;0;0.1;7;0;6.5;11.5;1.0;2.0;5.6;82;22;0;0.8;1.0;0.2;19;5;0;11.1;11.8;No recurring injuries;Below Average;1.6;21;0.1;0;0;0;0;0;0;0;0;0;0;0.9;1.0
Ligue 2 BKT;Grenoble;Mamadou Diop;GK;;GK;26;"6'8""";£2.8K - £4.4K p/w;£50K - £500K;Weak;Very Strong;6.85;2;1440;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;82%;23.9;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;9.6;2.4;0.1;0.0;0.0;100;1;0;0.0;3.9;0.0;2;2;0;5.3;0.0;No recurring injuries;Below Average;0.0;0;0.0;6;8.13;0;78;9;33;9;15;1;100;1.0;0.9
Premier League;VIZ;Antonio Gomis;GK;;GK;23;"6'3""";£1.8K - £2.6K p/w;Unknown;Very Weak;Very Weak;6.35;1;1350;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;82%;23.2;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;5;0;6.5;3.3;0.0;0.0;0.0;0;1;0;0.0;3.9;0.0;2;2;0;5.2;0.0;No recurring injuries;Average;0.0;0;0.0;1;-6.19;1;65;12;33;7;28;1;0;0.9;1.9
Premier League;Estrela da Amadora SAD;Bernardo Schappo;D (C);;D (C);27;"6'5""";£925 - £1.6K p/w;Unknown;Very Weak;Very Weak;6.86;1;1110;0;0;0.0;1.05;1.05;-1.05;0.1;0%;0.0875;1.0;0.0;0.2;0%;0;0;0;1;0.1;0.67;0.1;92%;43.1;0.1;0.1;2.8;0.0;0.0;0;0.0;0.0;0;0.1;3;0;2.8;13.9;0.6;1.9;3.0;39;18;0;0.2;1.3;1.5;11;4;1;9.8;3.9;No recurring injuries;Below Average;5.5;82;1.9;0;0;0;0;0;0;0;0;0;0;1.1;1.3
Premier League;Estrela da Amadora SAD;Luan Patrick;D (C);;D (C);24;"6'3""";£1.4K - £2.2K p/w;Unknown;Very Weak;Very Weak;6.85;1;1136;0;0;0.0;0.99;0.99;-0.99;0.1;0%;0.12375;0.6;0.1;0.2;13%;0;0;0;1;0.1;0.85;0.1;88%;42.9;0.1;0.4;2.1;0.1;0.0;0;0.1;0.0;0;0.0;2;0;2.8;13.9;0.6;3.3;2.7;78;9;2;1.0;1.3;1.2;4;3;0;9.9;3.2;No recurring injuries;Below Average;4.1;77;1.0;0;0;0;0;0;0;0;0;0;0;1.1;1.2
Serie A;Sampdoria;Felipe Sánchez;D (L);D (L);D (LC);22;"6'0""";£4.7K - £7.25K p/w;£2.4M - £5M;Very Strong;Weak;6.68;0;1170;0;0;0.0;0.79;0.79;-0.79;0.1;0%;0.1975;0.3;0.0;0.1;0%;0;0;0;1;0.1;0.55;0.0;88%;41.0;0.0;0.2;1.7;0.2;0.0;0;0.2;0.0;0;0.1;5;0;4.5;9.8;0.7;3.2;2.4;69;13;2;0.6;1.0;1.2;6;3;0;8.9;3.5;No recurring injuries;Very Low;4.2;65;0.8;0;0;0;0;0;0;0;0;0;0;0.7;1.5
Eredivisie;Go Ahead Eagles;Jakob Breum;AM (L);M (RL), AM (R);M/AM (RLC);23;"5'10""";£2.2K - £3.6K p/w;£5.8M - £7.8M;Fairly Strong;Very Strong;6.96;0;1595;0;0;0.0;3.15;3.15;-3.15;0.2;0%;0.143181818181818;1.2;0.4;0.2;32%;1;0;0;3;0.2;2.46;0.1;87%;54.2;0.4;2.1;4.6;4.2;0.9;21;2.9;0.7;25;2.3;21;7;17.6;6.8;1.8;2.3;9.1;76;42;1;0.2;0.3;0.0;16;0;0;11.7;17.0;No recurring injuries;Low;2.2;21;0.0;0;0;0;0;0;0;0;0;0;0;0.8;0.9
Sky Bet Championship;Swansea;David Ozoh;DM, M (C);;DM, M (C);21;"6'3""";£12.25K - £16.25K p/w;£5M - £8.2M;Reasonable;Very Strong;6.88;0;1424;0;0;0.0;1.44;1.44;-1.44;0.1;0%;0.144;0.6;0.3;0.3;40%;1;0;0;0;0.0;0.86;0.1;90%;50.1;0.3;0.5;4.0;0.0;0.0;0;0.0;0.0;0;0.4;8;0;6.6;11.4;1.6;2.2;6.2;78;32;3;0.8;0.9;0.1;15;1;0;11.5;11.2;No recurring injuries;High;3.4;65;0.4;0;0;0;0;0;0;0;0;0;0;1.1;1.5
Second Division;R. Madrid B;David Jiménez;D (R);WB (R);D/WB (R);22;"5'7""";£4.4K - £5K p/w;£14K - £140K;Weak;Very Strong;6.71;0;1620;0;0;0.0;1.23;1.23;-1.23;0.1;0%;0.175714285714286;0.4;0.2;0.0;43%;0;0;0;0;0.0;0.75;0.0;88%;53.2;0.1;0.7;7.9;2.0;0.4;22;2.0;0.4;22;1.1;13;1;16.7;9.7;1.6;2.7;7.3;72;39;0;0.5;1.3;0.3;6;0;0;11.8;16.2;No recurring injuries;Below Average;3.8;56;0.2;0;0;0;0;0;0;0;0;0;0;0.8;1.3
First Division;Vallecano;Nobel Mendy;D (C);;D (C);22;"6'2""";£14.25K - £22K p/w;£38M - £47M;Very Strong;Reasonable;6.79;0;1305;0;0;0.0;0.54;0.54;-0.54;0.0;0%;0.0771428571428572;0.5;0.1;0.3;29%;0;0;0;0;0.0;0.18;0.0;92%;46.8;0.0;0.1;2.3;0.0;0.0;0;0.0;0.0;0;0.1;4;0;3.2;17.2;0.4;2.7;3.1;46;13;0;0.3;0.8;1.1;8;2;1;9.9;3.9;No recurring injuries;High;5.7;70;1.1;0;0;0;0;0;0;0;0;0;0;1.5;1.0
Eredivisie;Excelsior;Stijn van Gassel;GK;;GK;30;"6'1""";£1.7K - £2.4K p/w;£95K - £950K;Weak;Very Strong;6.40;0;1440;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;75%;22.9;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;8;0;5.1;4.9;0.0;0.0;0.0;0;1;0;0.0;2.9;0.0;0;0;0;5.5;0.0;No recurring injuries;Below Average;0.0;0;0.0;4;3.55;0;73;16;27;9;19;1;0;0.7;1.2
Jupiler Pro League;Dender EH;Sven Blummel;AM (L);M (RL), ST (C);M/AM (RL), ST (C);30;"5'10""";£3.1K - £5.25K p/w;£275K - £2.7M;Very Strong;Reasonable;6.64;0;1125;0;0;0.0;1.52;1.52;-1.52;0.1;0%;0.108571428571429;1.1;0.3;0.5;29%;0;0;0;1;0.1;2.09;0.2;90%;42.0;0.9;1.8;3.3;2.9;0.6;19;2.9;0.6;19;2.9;11;4;17.9;4.5;0.7;2.1;8.5;47;19;0;0.1;0.9;0.0;14;0;1;10.7;13.0;No recurring injuries;Low;2.4;20;0.0;0;0;0;0;0;0;0;0;0;0;1.0;1.3
Jupiler Pro League;Cercle Brugge;Heriberto Jurado;AM (L);AM (C);AM (LC);21;"5'8""";£2.9K - £4.1K p/w;£7.2M - £11.5M;Very Strong;Reasonable;6.84;0;1465;0;0;0.0;3.04;3.04;-3.04;0.2;0%;0.132173913043478;1.4;0.5;0.7;35%;1;0;0;2;0.1;1.63;0.1;90%;43.9;0.1;1.8;3.7;3.6;0.7;20;3.6;0.7;21;2.5;15;9;17.5;5.0;1.5;1.2;9.3;89;28;0;0.4;0.4;0.0;19;0;0;12.0;15.6;No recurring injuries;Below Average;3.7;5;0.0;0;0;0;0;0;0;0;0;0;0;1.0;1.0
Eredivisie;FC Twente;Mats Deijl;D (R);D (C), WB (R), DM;D (RC), WB (R), DM;29;"5'11""";£2.8K - £4.7K p/w;£600K - £6.2M;Reasonable;Very Strong;7.05;5;1890;0;0;0.0;1.39;1.39;-1.39;0.1;0%;0.0731578947368421;0.9;0.1;0.3;11%;0;0;0;2;0.1;3.48;0.2;91%;56.8;0.1;1.0;7.6;5.7;0.9;15;2.0;0.3;15;0.8;14;3;13.4;12.6;1.7;3.2;7.0;70;50;3;0.5;1.0;0.4;31;2;0;11.3;15.4;No recurring injuries;Below Average;5.2;64;0.6;0;0;0;0;0;0;0;0;0;0;1.2;1.0
First Division;Oviedo;Abdel Rahim Alhassane;D (L);;D (L);24;"6'0""";£5.25K - £8K p/w;£8.6M - £14M;Very Strong;Weak;6.86;0;1620;0;0;0.0;2.3;2.3;-2.3;0.1;0%;0.23;0.6;0.1;0.1;20%;0;0;0;1;0.1;2.2;0.1;90%;64.3;0.2;0.9;8.7;1.2;0.2;13;1.2;0.2;14;0.7;13;3;11.8;11.1;2.9;2.8;7.0;80;65;1;0.4;1.2;0.4;7;1;0;11.4;15.3;No recurring injuries;Below Average;1.9;74;0.1;0;0;0;0;0;0;0;0;0;0;1.3;1.9
Bundesliga 2;Karlsruher SC;Hans Christian Bernat;GK;;GK;26;"6'4""";£2.7K - £4.5K p/w;£180K - £1.8M;Reasonable;Very Strong;7.07;6;1350;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;74%;24.6;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;3;0;10.7;2.7;0.0;0.0;0.0;0;0;0;0.0;3.3;0.0;1;1;0;4.9;0.1;No recurring injuries;Below Average;0.0;0;0.0;7;3.61;0;77;13;15;9;11;0;0;1.1;0.7
Eredivisie;Willem II;Justin Hoogma;D (C);;D (C);28;"6'3""";£1.7K - £2.8K p/w;£210K - £2.1M;Very Strong;Weak;6.88;0;1338;0;0;0.0;0.25;0.25;-0.25;0.0;0%;0.0833333333333333;0.2;0.1;0.1;33%;0;0;0;0;0.0;0.19;0.0;92%;41.4;0.0;0.0;1.7;0.3;0.0;0;0.3;0.0;0;0.0;2;0;2.6;13.9;0.6;2.3;2.8;69;13;2;1.0;1.2;1.1;7;1;0;9.9;3.4;No recurring injuries;Below Average;4.8;69;1.5;0;0;0;0;0;0;0;0;0;0;0.7;1.1
Ligue 2 BKT;FC Metz;Jonathan Fischer;GK;;GK;25;"6'6""";£6.25K - £7K p/w;£650K;Very Strong;Weak;6.95;0;1440;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;80%;24.4;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;4;0;6.7;4.1;0.0;0.0;0.0;0;1;0;0.0;3.8;0.0;0;0;0;5.3;0.0;No recurring injuries;Below Average;0.0;0;0.0;9;3.28;0;78;9;18;5;9;1;0;1.0;0.6
Premier League;Famalicão;Tom van de Looi;DM;;DM, M (C);27;"6'1""";£2.9K - £4.3K p/w;Unknown;Very Weak;Very Weak;6.72;0;1047;0;0;0.0;0.1;0.1;-0.1;0.0;0%;0.0333333333333333;0.3;0.1;0.2;33%;0;0;0;2;0.2;2.1;0.2;91%;58.1;0.2;0.9;7.4;0.0;0.0;0;0.0;0.0;0;0.3;4;0;6.4;10.6;1.4;2.1;5.7;80;20;0;0.4;0.9;0.0;6;3;0;11.6;10.9;No recurring injuries;Below Average;4.6;60;0.3;0;0;0;0;0;0;0;0;0;0;0.9;1.4
Sky Bet Championship;QPR;Nicolas Madsen;M (C);AM (C);DM, M/AM (C);26;"6'3""";£21K - £28K p/w;£5.6M - £9M;Fairly Strong;Very Strong;7.06;1;1958;0;0;0.0;2.55;2.55;-2.55;0.1;0%;0.115909090909091;1.0;0.3;0.5;32%;0;0;0;2;0.1;6.89;0.3;90%;52.0;0.5;1.2;5.3;5.9;0.9;15;0.1;0.0;0;0.1;11;0;7.1;13.7;1.2;2.3;5.2;93;28;2;0.6;1.1;0.2;11;3;0;11.3;11.1;No recurring injuries;Below Average;3.0;62;0.6;0;0;0;0;0;0;0;0;0;0;1.1;1.5
Eredivisie;RKC Waalwijk;Liam van Gelderen;D (C);;D (RC), DM;25;"5'10""";£2K - £3K p/w;£800K - £1.9M;Reasonable;Very Strong;6.74;0;1530;0;0;0.0;0.54;0.54;-0.54;0.0;0%;0.0771428571428572;0.4;0.0;0.2;0%;0;0;0;0;0.0;0.84;0.0;89%;43.5;0.2;0.3;1.8;0.2;0.0;0;0.2;0.0;0;0.0;4;0;4.1;11.3;0.5;3.4;3.5;67;12;2;0.5;0.9;1.0;7;2;0;9.7;5.4;No recurring injuries;Average;3.7;70;0.4;0;0;0;0;0;0;0;0;0;0;1.0;1.4
Eredivisie;NAC Breda;Boy Kemper;D (L);;D (LC), WB (L);27;"6'1""";£1.1K - £1.8K p/w;£240K - £2.4M;Very Strong;Reasonable;6.67;0;1244;0;0;0.0;0.13;0.13;-0.13;0.0;0%;0.065;0.1;0.0;0.1;0%;0;0;0;1;0.1;0.9;0.1;89%;45.6;0.1;1.5;4.0;3.2;1.1;34;3.2;1.1;34;1.2;7;1;14.4;7.7;2.0;3.3;6.0;77;35;1;0.4;0.7;0.7;12;0;0;11.7;18.2;No recurring injuries;Above Average;3.4;60;0.5;0;0;0;0;0;0;0;0;0;0;0.9;1.4
