Division;Player;Position;Age;Height;Left Foot;Right Foot;Rating;PoM;Minutes;Goals;Mins/Gl;xG;NP-xG;xG-OP;xG/90;Conv %;xG/shot;Shot/90;ShT/90;Shots From Outside The Box Per 90 minutes;Shot %;Goals From Outside The Box;Pens;Pen/R;Team Goals;Assists;xA;xA/90;Pas %;Ps A/90;Ch C/90;OP-KP/90;Pr passes/90;Crs A/90;Cr C/90;OP-Crs A/90;OP-Crs C/90;Drb/90;Off;Poss Lost/90;Poss Won/90;Tck/90;Int/90;Pres A/90;Tck R;Tck A;K Tck;Blk/90;Clr/90;Shts Blckd/90;Fouls Made;Yel;Red cards;Dist/90;Sprints/90;Recurring Injury;Injury Susceptibility;Aer A/90;Hdr %;K Hdrs/90;Clean Sheets;xGP;MLG;Sv %;Svh;Svp;Svt;Goals Conceded;Pens Faced;Pens Saved Ratio
Ligue 2 BKT;Samuel Yohou;D (C);34;"6'3""";Weak;Very Strong;6.72;0;2548;0;0;2.6;2.6;-2.6;0.1;0%;0.11304347826087;0.8;0.2;0.3;26%;0;0;0;24;1;0.86;0.0;90%;40.9;0.0;0.1;1.7;0.1;0.0;0.1;0.0;0.0;0;4.0;11.6;0.4;3.4;2.9;69;16;0;0.6;1.0;1.2;17;8;0;9.7;3.6;No recurring injuries;Below Average;5.5;67;0.8;0;0;0;0;0;0;0;0;0;0
Jupiler Pro League;Matthis Riou;D (C), DM;25;"6'2""";Reasonable;Very Strong;6.79;0;1265;0;0;1.34;1.34;-1.34;0.1;0%;0.103076923076923;0.9;0.1;0.2;15%;1;0;0;13;2;1.23;0.1;93%;41.3;0.3;0.1;1.6;0.1;0.0;0.1;0.0;0.0;0;3.6;14.9;0.5;2.3;2.6;78;9;1;0.6;0.9;0.6;4;0;0;9.9;4.8;No recurring injuries;Below Average;4.0;70;0.5;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Julien Kouadio;D (RC), WB (R);26;"5'9""";Weak;Very Strong;6.79;2;2970;1;2970;2.04;2.04;-1.04;0.1;4%;0.0886956521739131;0.7;0.1;0.3;17%;0;0;0;24;0;2.99;0.1;92%;42.9;0.1;0.2;2.4;0.5;0.0;0.4;0.0;0.0;1;3.9;13.6;0.5;2.8;3.3;74;23;3;0.7;1.2;0.6;22;10;0;10.2;5.6;No recurring injuries;Below Average;3.9;71;0.4;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Balthazar Pierret;DM, M (C);26;"6'1""";Very Strong;Reasonable;6.38;0;2407;0;0;0.65;0.65;-0.65;0.0;0%;0.0722222222222222;0.3;0.1;0.1;33%;0;0;0;24;3;5.98;0.2;83%;0.2;0.6;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0;13.9;10.6;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;12;10;1;0.1;0.0;No recurring injuries;Average;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Samuel Nibombé;D (C), DM;18;"6'6""";Weak;Very Strong;6.80;0;2096;1;2096;0.46;0.46;0.54;0.0;11%;0.0511111111111111;0.4;0.1;0.2;22%;0;0;0;22;1;1.89;0.1;92%;50.3;0.1;0.5;3.0;0.2;0.0;0.2;0.0;0.1;0;9.2;11.7;1.1;2.4;5.4;81;31;0;0.7;1.2;0.2;7;1;0;11.5;10.2;No recurring injuries;Low;2.9;63;0.5;0;0;0;0;0;0;0;0;0;0
Eredivisie;Tom de Graaff;GK;21;"6'2""";Very Strong;Weak;6.49;3;2243;0;0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;20;0;0;0.0;78%;25.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;8.3;3.3;0.0;0.0;0.0;0;6;0;0.0;2.9;0.0;0;0;0;5.5;0.0;No recurring injuries;Below Average;0.0;0;0.0;4;-3.45;1;64;16;37;13;36;6;0
Eredivisie;Gibson Yah;D (C), DM, M (C);22;"6'4""";Weak;Very Strong;6.64;0;2519;1;2519;0.66;0.66;0.34;0.0;8%;0.055;0.4;0.0;0.1;8%;1;0;0;23;0;0.7;0.0;90%;46.7;0.0;0.3;2.5;0.1;0.0;0.1;0.0;0.1;0;5.6;8.8;0.7;2.8;3.8;65;31;3;0.6;0.8;0.6;14;0;0;10.7;6.3;No recurring injuries;Above Average;4.3;59;0.9;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Juan José Guevara;D (C);24;"5'11""";Weak;Very Strong;6.72;0;2627;0;0;0.6;0.6;-0.6;0.0;0%;0.06;0.3;0.1;0.0;20%;0;0;0;28;1;0.91;0.0;89%;41.2;0.1;0.2;2.5;0.0;0.0;0.0;0.0;0.1;0;4.0;13.8;0.5;2.8;2.0;73;22;1;0.4;0.9;0.6;27;5;0;9.7;3.3;No recurring injuries;Above Average;3.7;65;0.8;0;0;0;0;0;0;0;0;0;0
Jupiler Pro League;Brent Gabriel;GK;27;"6'3""";Reasonable;Very Strong;6.58;2;3244;0;0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;32;0;0;0.0;82%;25.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;8.0;2.8;0.0;0.0;0.0;50;2;0;0.0;3.0;0.0;0;0;0;4.9;0.0;No recurring injuries;Above Average;0.0;0;0.0;5;-3.17;0;68;20;60;22;47;2;50
Ligue 2 BKT;Jovany Ikanga;AM (RL), ST (C);24;"5'10""";Weak;Very Strong;6.74;0;2301;14;164.357142857143;8.91;8.91;5.09;0.3;16%;0.100112359550562;3.5;1.8;1.1;51%;0;0;0;30;2;1.06;0.0;89%;25.9;0.2;0.8;0.5;0.5;0.0;0.5;0.0;0.5;19;22.8;0.8;0.1;0.5;1.5;100;2;0;0.1;0.2;0.0;28;0;0;10.1;4.9;No recurring injuries;Average;7.7;21;0.0;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Mathys Detourbet;AM (RLC);19;"5'10""";Reasonable;Very Strong;6.91;2;2583;5;516.6;5.82;5.82;-0.82;0.2;12%;0.138571428571429;1.5;0.6;0.3;38%;1;0;0;40;5;7.91;0.3;90%;43.0;0.4;1.8;3.0;1.4;0.5;0.7;0.2;1.7;4;17.0;10.5;0.3;1.6;5.4;71;14;0;0.3;0.5;0.0;19;5;0;12.2;10.7;No recurring injuries;Average;4.7;19;0.2;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Nicolas Kocik;GK;27;"6'1""";Weak;Very Strong;6.63;1;2596;0;0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;24;0;0;0.0;73%;24.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;8.6;2.8;0.0;0.0;0.0;17;6;0;0.0;2.8;0.0;0;0;0;5.4;0.0;No recurring injuries;Below Average;0.0;0;0.0;5;2.71;2;75;26;62;19;36;6;17
Jupiler Pro League;Jerry Afriyie;AM (L), ST (C);19;"5'11""";Weak;Very Strong;6.80;1;1669;10;166.9;7.19;7.19;2.81;0.4;14%;0.0971621621621622;4.0;1.6;1.4;41%;3;0;0;19;1;0.16;0.0;89%;26.4;0.0;0.9;0.6;0.2;0.0;0.2;0.0;1.0;15;20.1;1.6;0.2;0.8;1.8;75;4;0;0.2;0.2;0.0;20;1;0;9.5;4.9;No recurring injuries;Average;7.5;16;0.0;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Mathys De Carvalho;DM, M (C);21;"6'0""";Weak;Very Strong;6.72;1;2780;1;2780;2.32;2.32;-1.32;0.1;6%;0.128888888888889;0.6;0.0;0.2;6%;0;0;0;39;1;1.54;0.0;90%;49.7;0.1;0.6;4.8;0.0;0.0;0.0;0.0;0.3;1;5.7;14.7;1.4;2.5;6.5;78;55;0;0.6;0.5;0.2;41;14;0;11.4;11.2;No recurring injuries;Below Average;2.0;40;0.1;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Layousse Samb;D/WB (L);25;"6'0""";Very Strong;Weak;6.77;1;2333;0;0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;19;2;1.91;0.1;87%;47.3;0.2;1.2;5.2;3.9;0.5;3.9;0.5;2.1;3;16.5;11.3;2.2;3.0;8.5;74;77;4;0.6;1.0;0.3;35;0;0;12.2;24.5;No recurring injuries;Below Average;3.6;40;0.3;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Dominique Guidi;D (C), DM, M (C);30;"5'10""";Weak;Very Strong;6.74;0;2919;0;0;2.04;2.04;-2.04;0.1;0%;0.12;0.5;0.1;0.2;12%;0;0;0;30;0;1.42;0.0;88%;41.0;0.0;0.2;2.2;0.1;0.0;0.1;0.0;0.0;0;3.7;13.4;0.2;3.4;1.9;46;13;2;0.8;0.9;1.2;6;3;0;10.4;3.8;No recurring injuries;Above Average;3.6;69;0.4;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Loni Laurent;D (RC);25;"6'0""";Weak;Very Strong;6.85;2;2382;2;1191;1.67;1.67;0.33;0.1;10%;0.0835;0.8;0.2;0.3;20%;0;0;0;28;1;1.07;0.0;90%;40.8;0.0;0.3;2.3;0.0;0.0;0.0;0.0;0.0;0;4.8;10.4;0.6;2.6;2.5;76;21;7;0.8;1.5;0.9;3;1;0;9.7;3.9;No recurring injuries;Below Average;5.4;69;0.8;0;0;0;0;0;0;0;0;0;0
Premier League;Welinton Torrão;AM (R), ST (C);26;"6'0""";Very Weak;Very Weak;6.69;0;1305;7;186.428571428571;4.26;4.26;2.74;0.3;21%;0.129090909090909;2.3;1.0;0.6;42%;0;0;0;21;0;0.34;0.0;86%;32.1;0.2;1.5;2.3;1.9;0.2;1.9;0.2;1.8;10;17.6;2.7;0.7;1.0;4.6;83;12;0;0.1;0.1;0.0;13;1;0;11.4;10.0;No recurring injuries;Above Average;6.4;31;0.1;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Taïryk Arconte;AM (R), ST (C);22;"5'11""";Weak;Very Strong;6.67;1;1757;7;251;5.14;5.14;1.86;0.3;12%;0.0886206896551724;3.0;1.8;1.0;60%;2;0;0;17;0;1.22;0.1;89%;24.2;0.2;1.0;0.8;0.7;0.1;0.7;0.1;0.6;17;25.0;1.2;0.3;0.4;2.2;100;5;0;0.1;0.2;0.0;19;0;0;10.5;5.8;No recurring injuries;High;8.1;26;0.2;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Morgan Bokélé;M/AM (RL);22;"5'9""";Weak;Very Strong;6.70;0;1185;3;395;2.87;2.87;0.13;0.2;7%;0.0683333333333333;3.2;1.0;1.6;31%;2;0;0;14;1;1.43;0.1;91%;44.3;0.0;1.9;4.5;3.6;0.2;3.6;0.2;2.8;6;21.3;3.6;1.7;1.0;9.8;82;28;1;0.0;0.3;0.0;14;0;0;12.1;13.8;No recurring injuries;Average;3.5;22;0.0;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Jocelyn Janneh;DM, M (C);23;"6'0""";Fairly Strong;Very Strong;6.68;0;2653;0;0;1.54;1.54;-1.54;0.1;0%;0.1925;0.3;0.0;0.1;13%;0;0;0;24;3;2.33;0.1;89%;51.8;0.2;0.9;4.6;0.0;0.0;0.0;0.0;0.2;0;6.8;11.6;1.0;2.0;6.0;77;39;2;0.6;0.7;0.3;20;7;0;11.4;11.1;No recurring injuries;Average;2.8;55;0.5;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Shaquil Delos;D/WB (RL);26;"6'0""";Weak;Very Strong;6.82;1;2496;0;0;0.69;0.69;-0.69;0.0;0%;0.0985714285714286;0.3;0.1;0.0;29%;0;0;0;29;6;3.34;0.1;86%;47.3;0.3;1.1;3.3;4.9;1.1;3.9;0.9;2.3;5;14.5;9.0;2.0;2.8;9.3;79;71;1;0.4;1.0;0.4;62;7;1;12.4;23.4;No recurring injuries;Above Average;3.6;57;0.3;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Lucas Calodat;WB/M/AM (L);24;"5'7""";Very Strong;Weak;6.78;0;2873;1;2873;2.34;2.34;-1.34;0.1;4%;0.0975;0.8;0.3;0.3;33%;0;0;0;27;2;6.17;0.2;85%;44.3;0.3;1.7;3.7;4.5;0.5;4.0;0.5;2.8;9;21.8;7.2;1.8;2.6;8.9;80;71;3;0.4;0.4;0.0;24;0;0;11.3;17.4;No recurring injuries;Below Average;3.2;29;0.0;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Alejandro Gomes Rodríguez;AM (L), ST (C);18;"5'11""";Weak;Very Strong;6.84;3;1522;5;304.4;5.78;5.78;-0.78;0.3;10%;0.120416666666667;2.8;1.5;1.1;52%;2;3;100;17;3;1.4;0.1;89%;30.3;0.0;1.0;1.3;1.2;0.4;1.2;0.4;1.4;11;20.5;3.0;0.6;0.9;2.5;83;12;0;0.1;0.2;0.1;18;0;0;10.9;7.2;No recurring injuries;Below Average;7.2;21;0.2;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Julien Boyer;D/WB (L);28;"5'11""";Very Strong;Weak;6.78;1;1684;2;842;0.48;0.48;1.52;0.0;50%;0.12;0.2;0.2;0.1;75%;0;0;0;17;3;2.14;0.1;87%;52.9;0.1;0.7;7.0;7.3;1.2;2.0;0.4;1.0;3;16.1;10.1;2.4;3.0;6.3;85;52;1;0.4;0.8;0.5;20;2;1;11.7;15.1;No recurring injuries;High;3.3;61;0.3;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Harold Voyer;D (C);29;"6'1""";Very Strong;Weak;6.74;0;2674;1;2674;0.5;0.5;0.5;0.0;14%;0.0714285714285714;0.2;0.0;0.0;14%;0;0;0;24;2;2.06;0.1;90%;41.8;0.1;0.1;1.4;0.0;0.0;0.0;0.0;0.1;0;3.7;13.1;0.4;2.8;2.4;81;16;2;0.7;0.6;0.3;10;2;1;9.6;2.6;No recurring injuries;Above Average;3.9;76;0.6;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Pape Diong;DM, M (C);19;"6'4""";Weak;Very Strong;6.62;1;2691;2;1345.5;1.08;1.08;0.92;0.0;15%;0.0830769230769231;0.4;0.2;0.1;38%;0;1;100;40;2;3.56;0.1;93%;45.6;0.2;0.4;4.8;0.1;0.0;0.1;0.0;0.3;0;5.6;12.8;0.7;2.6;5.3;64;33;1;0.5;0.8;0.1;18;2;1;10.2;9.9;No recurring injuries;Average;3.3;48;0.2;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Allan Ackra;DM, M (C);22;"6'1""";Weak;Very Strong;6.82;1;1086;1;1086;0.79;0.79;0.21;0.1;14%;0.112857142857143;0.6;0.2;0.4;29%;1;0;0;14;2;2.15;0.2;89%;50.3;0.1;0.7;3.5;0.0;0.0;0.0;0.0;0.2;0;6.5;11.8;0.9;2.3;5.6;85;13;0;0.3;1.2;0.2;9;0;0;11.3;10.7;No recurring injuries;Below Average;1.8;59;0.2;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Lucas Maronnier;D/WB (RL);26;"5'9""";Reasonable;Very Strong;6.88;1;2752;1;2752;2.64;2.64;-1.64;0.1;7%;0.176;0.5;0.0;0.2;7%;0;0;0;27;2;2.71;0.1;87%;50.5;0.2;0.9;6.7;2.4;0.7;2.4;0.7;1.0;3;13.4;11.4;1.6;3.4;7.6;88;57;2;0.4;1.1;0.8;26;7;0;11.4;15.9;No recurring injuries;Below Average;3.3;61;0.2;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Théo Eyoum;D (C);24;"6'0""";Weak;Very Strong;6.69;1;1745;0;0;0.82;0.82;-0.82;0.0;0%;0.0911111111111111;0.5;0.1;0.1;22%;1;0;0;14;0;0.8;0.0;90%;41.7;0.1;0.2;2.6;0.1;0.0;0.1;0.0;0.0;0;4.2;12.3;0.5;3.0;2.9;83;12;1;0.5;0.9;1.3;10;4;1;9.6;4.3;No recurring injuries;High;3.6;64;0.7;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Taylor Luvambo;AM (RL), ST (C);26;"5'11""";Weak;Very Strong;6.78;2;1642;5;328.4;6.98;6.98;-1.98;0.4;11%;0.148510638297872;2.6;0.9;0.8;36%;2;0;0;16;2;0.49;0.0;89%;29.4;0.0;1.2;1.5;1.3;0.3;0.9;0.3;1.5;12;20.6;1.8;0.5;1.2;4.2;75;12;1;0.3;0.2;0.0;15;1;0;10.3;7.6;No recurring injuries;Average;6.5;31;0.1;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;William Bianda;D (C);26;"6'2""";Very Strong;Weak;6.68;0;2404;0;0;2.96;2.96;-2.96;0.1;0%;0.155789473684211;0.7;0.2;0.3;32%;0;0;0;28;1;0.61;0.0;90%;42.2;0.0;0.1;2.1;0.0;0.0;0.0;0.0;0.0;0;4.1;13.8;0.3;3.4;2.5;69;13;1;0.6;1.2;0.4;21;7;0;10.0;3.3;No recurring injuries;Average;3.9;61;0.6;0;0;0;0;0;0;0;0;0;0
Jupiler Pro League;Thomas Claes;M/AM (C);22;"5'11""";Reasonable;Very Strong;6.51;0;2589;3;863;1.47;1.47;1.53;0.1;14%;0.0668181818181818;0.8;0.4;0.4;55%;1;0;0;25;4;2.82;0.1;0%;0.0;0.3;0.1;0.0;1.1;0.1;0.0;0.0;0.0;0;13.4;9.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;4;4;0;0.0;0.0;No recurring injuries;Below Average;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Siaka Bakayoko;D (C);20;"6'2""";Weak;Very Strong;6.84;1;2424;2;1212;1.97;1.97;0.03;0.1;18%;0.179090909090909;0.4;0.1;0.1;18%;0;0;0;30;2;1.14;0.0;90%;40.4;0.0;0.2;2.0;0.0;0.0;0.0;0.0;0.0;0;3.9;14.0;0.4;2.8;2.2;77;13;0;0.5;1.2;0.8;11;1;0;9.4;2.6;No recurring injuries;Below Average;5.5;68;1.5;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Rayan Bamba;D/WB/M (R);22;"6'1""";Weak;Very Strong;6.75;1;2781;0;0;1.21;1.21;-1.21;0.0;0%;0.3025;0.1;0.0;0.0;0%;0;0;0;28;3;3.25;0.1;85%;47.0;0.3;1.1;4.3;7.3;1.1;7.3;1.1;3.0;1;15.2;12.7;2.1;3.0;9.2;89;73;4;0.6;0.7;0.2;20;1;0;12.5;21.7;No recurring injuries;Below Average;3.9;53;0.3;0;0;0;0;0;0;0;0;0;0
Bundesliga 2;Owen Gibs;DM, M/AM (C);19;"5'10""";Very Strong;Weak;6.70;1;2114;3;704.666666666667;2.64;2.64;0.36;0.1;9%;0.0825;1.4;0.6;0.4;44%;0;0;0;19;2;2.7;0.1;88%;43.3;0.2;1.6;2.8;1.0;0.2;1.0;0.2;1.0;8;24.9;6.6;0.8;1.4;4.5;100;18;0;0.2;0.2;0.0;14;0;0;12.0;10.6;No recurring injuries;Below Average;2.9;10;0.0;0;0;0;0;0;0;0;0;0;0
Eredivisie;Nökkvi Þeyr Þórisson;AM (RLC), ST (C);26;"6'2""";Weak;Very Strong;6.75;0;1502;6;250.333333333333;3.44;3.44;2.56;0.2;13%;0.0747826086956522;2.8;1.3;1.1;48%;1;0;0;13;1;0.83;0.0;89%;33.9;0.1;1.3;1.6;0.8;0.2;0.8;0.2;1.7;7;19.2;2.2;0.4;1.0;5.0;67;9;0;0.1;0.4;0.0;9;0;0;10.9;9.1;No recurring injuries;Above Average;5.3;27;0.0;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Kenny Nagera;AM (RL), ST (C);24;"5'10""";Reasonable;Very Strong;6.69;0;1513;11;137.545454545455;7.08;6.27;3.92;0.4;22%;0.138823529411765;3.0;1.8;1.0;61%;1;1;0;20;0;2.11;0.1;88%;25.9;0.2;0.5;0.5;1.1;0.1;0.4;0.1;0.6;9;23.7;1.2;0.1;0.8;1.1;100;1;0;0.1;0.3;0.0;18;1;0;10.5;5.7;No recurring injuries;Below Average;7.9;28;0.1;0;0;0;0;0;0;0;0;0;0
Second Division;Peru Rodríguez;D (C);24;"5'11""";Fairly Strong;Very Strong;6.74;1;3148;0;0;1.97;1.97;-1.97;0.1;0%;0.109444444444444;0.5;0.1;0.1;11%;0;0;0;36;0;1.91;0.1;89%;41.1;0.0;0.1;2.5;0.1;0.0;0.1;0.0;0.0;0;3.1;11.6;0.5;2.4;3.1;59;32;6;0.7;1.5;1.2;23;7;1;9.8;3.6;No recurring injuries;High;4.2;69;0.6;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Kenny Quetant;ST (C);19;"6'2""";Fairly Strong;Very Strong;6.63;0;2587;4;646.75;6.33;6.33;-2.33;0.2;6%;0.0891549295774648;2.5;0.9;0.8;37%;2;1;100;27;2;2.55;0.1;84%;25.2;0.2;0.7;0.5;0.5;0.1;0.5;0.1;0.6;24;25.9;1.6;0.2;0.7;1.8;100;5;0;0.0;0.1;0.0;32;0;0;10.4;5.4;No recurring injuries;Above Average;8.6;27;0.2;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Amine El Farissi;M (C), AM (LC), ST (C);27;"5'9""";Weak;Very Strong;6.92;2;2656;5;531.2;3.07;3.07;1.93;0.1;20%;0.1228;0.8;0.3;0.2;40%;0;1;100;24;2;2.72;0.1;86%;41.1;0.1;2.0;3.5;3.3;1.2;3.3;1.2;2.8;10;19.5;3.5;1.5;2.2;8.5;80;55;0;0.2;0.4;0.0;30;0;0;10.9;13.3;No recurring injuries;Below Average;2.9;27;0.0;0;0;0;0;0;0;0;0;0;0
Eredivisie;Simon Janssen;D/WB (L), DM, M (C);25;"5'10""";Very Strong;Reasonable;6.69;1;1377;0;0;0.3;0.3;-0.3;0.0;0%;0.15;0.1;0.0;0.0;0%;0;0;0;14;1;1.82;0.1;90%;52.9;0.3;0.9;6.4;3.2;0.6;1.2;0.1;0.3;1;8.6;13.9;1.8;2.9;6.5;88;32;1;0.3;1.0;0.4;15;0;0;11.5;13.2;No recurring injuries;Below Average;3.3;32;0.3;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Peter Ouaneh;D (C);28;"6'0""";Weak;Very Strong;6.68;0;1783;0;0;3.26;3.26;-3.26;0.2;0%;0.148181818181818;1.1;0.3;0.4;27%;1;0;0;20;1;0.44;0.0;88%;41.1;0.0;0.1;2.3;0.0;0.0;0.0;0.0;0.2;0;3.3;15.2;0.8;1.7;3.2;83;18;1;0.3;1.6;0.3;9;0;0;9.8;3.3;No recurring injuries;Below Average;6.0;69;1.3;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Milan Robin;M/AM (RC);26;"5'9""";Reasonable;Very Strong;6.47;0;2472;1;2472;2.77;2.77;-1.77;0.1;5%;0.131904761904762;0.8;0.4;0.4;48%;2;0;0;26;3;4.28;0.2;85%;4.3;0.4;0.3;0.4;0.6;0.1;0.6;0.1;0.4;3;16.5;7.0;0.3;0.2;0.9;80;10;0;0.0;0.0;0.0;4;2;0;1.2;1.7;No recurring injuries;Below Average;0.5;8;0.0;0;0;0;0;0;0;0;0;0;0
Second Division;Ibai Cabo;M/AM (L);20;"6'0""";Reasonable;Very Strong;6.60;0;1153;0;0;0.81;0.81;-0.81;0.1;0%;0.0675;0.9;0.2;0.5;25%;0;0;0;15;0;1.17;0.1;88%;42.1;0.2;1.6;3.2;3.0;0.5;3.0;0.5;4.8;2;23.3;1.8;1.2;1.7;8.2;71;21;0;0.0;0.3;0.0;13;0;0;11.3;13.7;No recurring injuries;Above Average;4.8;23;0.1;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Albin Démouchy;D (C);23;"6'1""";Weak;Very Strong;6.82;2;1963;2;981.5;0.48;0.48;1.52;0.0;33%;0.08;0.3;0.1;0.1;50%;0;0;0;29;1;1.06;0.0;90%;44.4;0.0;0.2;2.2;0.0;0.0;0.0;0.0;0.0;0;3.5;14.9;0.5;2.9;2.9;63;16;3;0.7;0.8;0.6;18;7;0;10.2;4.0;No recurring injuries;Below Average;4.4;63;0.6;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Edwin Quarshie;DM, M (C);30;"5'11""";Weak;Very Strong;6.59;0;1901;1;1901;1.98;1.98;-0.98;0.1;8%;0.165;0.6;0.3;0.2;58%;0;0;0;19;6;4.14;0.2;90%;8.9;0.4;0.3;0.8;0.0;0.0;0.0;0.0;0.0;0;14.2;9.5;0.2;0.4;1.1;83;6;0;0.0;0.0;0.0;3;3;0;2.0;1.9;No recurring injuries;Below Average;0.5;70;0.0;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Kyllian Gasnier;AM (RC);23;"5'8""";Weak;Very Strong;6.82;0;2836;6;472.666666666667;5.74;5.74;0.26;0.2;11%;0.108301886792453;1.7;0.5;0.5;28%;0;0;0;30;0;3.46;0.1;88%;42.4;0.2;1.6;2.5;0.7;0.1;0.7;0.1;1.6;5;17.3;9.1;0.4;1.7;4.8;75;16;0;0.2;0.4;0.0;20;7;0;11.5;8.9;No recurring injuries;Below Average;3.1;19;0.0;0;0;0;0;0;0;0;0;0;0
Second Division;Izan González;DM, M/AM (C);21;"5'6""";Reasonable;Very Strong;6.82;3;3286;0;0;0.63;0.63;-0.63;0.0;0%;0.07;0.2;0.1;0.1;22%;0;0;0;42;10;7.88;0.2;91%;52.6;0.5;1.2;6.1;0.2;0.0;0.2;0.0;0.1;4;6.6;13.6;1.3;2.5;6.5;82;56;2;0.5;1.0;0.2;23;1;0;11.6;11.6;No recurring injuries;Above Average;1.8;39;0.1;0;0;0;0;0;0;0;0;0;0
Second Division;Manu Sánchez;D/WB/M/AM (R);30;"6'0""";Reasonable;Very Strong;6.82;2;3243;0;0;4.25;4.25;-4.25;0.1;0%;0.146551724137931;0.8;0.1;0.1;10%;1;0;0;28;3;1.83;0.1;89%;50.2;0.1;1.2;6.7;1.8;0.2;1.8;0.2;0.9;1;19.2;8.6;1.7;3.1;8.0;84;75;2;0.5;0.9;0.7;20;3;1;11.1;15.9;No recurring injuries;Average;4.3;54;0.4;0;0;0;0;0;0;0;0;0;0
Jupiler Pro League;Benjamin Fredrick;D (LC);20;"6'2""";Reasonable;Very Strong;6.79;0;1473;0;0;0.46;0.46;-0.46;0.0;0%;0.092;0.3;0.1;0.1;20%;0;0;0;20;1;1.22;0.1;90%;41.4;0.0;0.2;2.0;0.2;0.0;0.2;0.0;0.0;0;4.2;15.1;0.7;3.1;2.9;79;14;3;0.7;1.2;0.5;2;0;0;10.0;4.0;No recurring injuries;Low;5.5;58;0.9;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Demba Thiam;D/WB (RL);36;"5'10""";Weak;Very Strong;6.71;1;2571;1;2571;1.8;1.8;-0.8;0.1;7%;0.12;0.5;0.1;0.1;27%;0;0;0;23;2;1.91;0.1;88%;53.3;0.2;0.9;7.1;2.5;0.5;2.5;0.5;0.7;1;16.8;10.4;1.8;3.1;6.4;82;62;4;0.6;1.1;0.7;21;4;0;11.4;13.9;No recurring injuries;Above Average;4.4;49;0.2;0;0;0;0;0;0;0;0;0;0
Ligue 2 BKT;Aladji Bamba;M (C);19;"5'11""";Weak;Very Strong;6.42;0;2051;0;0;1.81;1.81;-1.81;0.1;0%;0.113125;0.7;0.1;0.1;13%;1;0;0;24;2;3.2;0.1;0%;0.0;0.3;0.1;0.0;1.4;0.1;0.0;0.0;0.0;0;17.8;11.3;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;1;1;0;0.0;0.0;No recurring injuries;Below Average;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0
