Division;Club;Player;Best Pos;Sec. Position;Position;Age;Height;Wage;Transfer Value;Left Foot;Right Foot;Rating;PoM;Minutes;Goals;Mins/Gl;Goals per 90 minutes;xG;NP-xG;xG-OP;xG/90;Conv %;xG/shot;Shot/90;ShT/90;Shots From Outside The Box Per 90 minutes;Shot %;Goals From Outside The Box;Pens;Pen/R;Assists;Asts/90;xA;xA/90;Pas %;Ps A/90;Ch C/90;OP-KP/90;Pr passes/90;Crs A/90;Cr C/90;Cr C/A;OP-Crs A/90;OP-Crs C/90;OP-Cr %;Drb/90;Fouls Against;Off;Poss Lost/90;Poss Won/90;Tck/90;Int/90;Pres A/90;Tck R;Tck A;K Tck;Blk/90;Clr/90;Shts Blckd/90;Fouls Made;Yel;Red cards;Dist/90;Sprints/90;Recurring Injury;Injury Susceptibility;Aer A/90;Hdr %;K Hdrs/90;Clean Sheets;xGP;MLG;Sv %;Svh;Svp;Svt;Goals Conceded;Pens Faced;Pens Saved Ratio;Tgls/90;Tcon/90
Serie BKT;Palermo;Francesco Bardi;GK;;GK;35;"6'2""";£5.25K - £8.25K p/w;£30K - £325K;Weak;Very Strong;7.13;1;1360;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;64%;21.8;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;9;0;1.5;0.4;0.0;0.0;0.0;0;0;0;0.0;0.3;0.0;0;0;0;0.8;0.0;No recurring injuries;Very Low;0.0;0;0.0;5;-0.45;0;50;0;1;1;17;0;0;0.2;0.1
Serie BKT;Modena F.C.;Mattia Valoti;M (C);DM;DM, M/AM (C);33;"6'2""";£9.75K - £14.5K p/w;£45K - £150K;Reasonable;Very Strong;6.44;0;2250;0;0;0.0;7.91;7.11;-7.91;0.3;0%;0.138771929824561;2.3;0.9;0.0;39%;0;1;0;2;0.1;1.46;0.1;68%;20.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;29;0;0.0;0.0;1.2;0.0;0.0;86;35;0;0.0;0.0;0.0;30;0;1;0.0;0.0;No recurring injuries;Very Low;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0.0;0.0
Serie A;Genoa;Alan Matturro;D (L);WB (L);D (LC), WB (L);22;"6'2""";£19K - £22.5K p/w;£450K - £4.4M;Very Strong;Weak;6.84;1;2790;0;0;0.0;1.95;1.95;-1.95;0.1;0%;0.195;0.3;0.1;0.1;20%;0;0;0;0;0.0;2.48;0.1;91%;42.0;0.1;0.2;1.7;0.1;0.0;33;0.1;0.0;33;0.0;13;0;3.5;9.9;0.6;3.0;2.4;83;23;6;0.8;1.2;0.3;16;5;0;9.5;3.5;No recurring injuries;Very Low;5.4;69;0.7;0;0;0;0;0;0;0;0;0;0;0.8;1.1
Serie A;Spezia;Mirko Pigliacelli;GK;;GK;33;"6'0""";£11.25K - £13.25K p/w;Not for Sale;Reasonable;Very Strong;6.85;4;2411;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;79%;23.7;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;9;0;9.1;2.8;0.0;0.0;0.0;0;4;0;0.0;3.7;0.0;0;0;0;5.2;0.0;No recurring injuries;Very Low;0.0;0;0.0;9;1.13;0;67;10;41;6;27;4;0;0.8;1.0
Serie A;Parthenope;Giovanni Di Lorenzo;D (R);D (C), WB (R);D (RC), WB (R);33;"6'0""";£61K - £100K p/w;Not for Sale;Reasonable;Very Strong;7.12;1;3004;0;0;0.0;3.47;3.47;-3.47;0.1;0%;0.247857142857143;0.4;0.0;0.1;7%;0;0;0;5;0.1;4.66;0.1;90%;52.1;0.2;1.3;4.3;4.6;0.6;12;4.6;0.6;13;2.2;19;6;11.1;14.3;1.9;3.1;9.0;80;80;2;0.5;0.7;0.3;63;7;0;11.8;21.1;No recurring injuries;Very Low;3.8;67;0.4;0;0;1;0;0;0;0;0;0;0;1.3;0.7
Serie A;Como;Edoardo Goldaniga;D (R);D (R);D (RC);33;"6'2""";£14.75K - £17.25K p/w;£1.2M - £2.5M;Reasonable;Very Strong;6.83;0;1508;0;0;0.0;0.02;0.02;-0.02;0.0;0%;0.02;0.1;0.0;0.0;0%;0;0;0;1;0.1;0.23;0.0;93%;41.2;0.1;0.0;1.3;0.1;0.1;100;0.1;0.1;100;0.0;4;0;4.7;10.3;0.4;2.9;1.9;88;8;1;0.7;0.8;0.5;10;0;1;9.4;3.6;No recurring injuries;Very Low;5.3;78;1.1;0;0;0;0;0;0;0;0;0;0;1.4;1.1
Ligue 1 McDonald's;FC Lorient;Isaak Touré;D (C);;D (C);23;"6'8""";£10K - £11.75K p/w;£45K - £7.4M;Very Strong;Weak;6.67;0;2208;0;0;0.0;0.38;0.38;-0.38;0.0;0%;0.0475;0.3;0.0;0.2;0%;0;0;0;1;0.0;0.18;0.0;86%;41.6;0.0;0.1;2.2;0.0;0.0;100;0.0;0.0;100;0.0;6;0;4.4;12.1;0.2;3.5;2.5;71;7;1;0.6;0.8;1.0;6;2;0;9.6;3.5;No recurring injuries;Above Average;5.1;79;1.5;0;0;0;0;0;0;0;0;0;0;0.9;1.4
Serie BKT;Hellas Verona;Lorenzo Montipò;GK;;GK;31;"6'3""";£13.75K - £16K p/w;£6.4M - £9.4M;Weak;Very Strong;7.50;3;2700;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;64%;20.9;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;17;0;1.4;0.7;0.0;0.0;0.0;0;0;0;0.0;0.2;0.0;0;0;0;1.2;0.0;No recurring injuries;Very Low;0.0;0;0.0;14;-2.07;0;66;4;7;5;29;0;0;0.1;0.3
Bundesliga;VfL Wolfsburg;Kamil Grabara;GK;;GK;28;"6'5""";£47K - £63K p/w;£160K - £8.8M;Weak;Very Strong;6.36;0;2110;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;88%;24.4;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;4;0;9.4;3.4;0.1;0.0;0.0;40;5;0;0.0;2.3;0.0;8;6;2;5.8;0.0;No recurring injuries;Average;0.0;0;0.0;3;-4.64;1;62;16;38;11;41;5;40;0.8;1.7
First Division;Vigo;Ionuţ Radu;GK;;GK;29;"6'2""";£17.5K - £25.5K p/w;£3.9M - £8M;Reasonable;Very Strong;6.61;0;2690;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;83%;23.1;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;7;0;9.2;2.9;0.0;0.1;0.0;33;3;0;0.0;2.3;0.0;0;0;0;5.7;0.0;No recurring injuries;Above Average;0.0;0;0.0;4;4.53;0;73;28;57;15;37;3;33;1.1;1.2
Serie A;Parthenope;Alessandro Buongiorno;D (C);;D (C);27;"6'4""";£120K - £140K p/w;£42M - £61M;Very Strong;Weak;7.07;1;2785;0;0;0.0;1.43;1.43;-1.43;0.0;0%;0.158888888888889;0.3;0.1;0.1;44%;0;0;0;0;0.0;1.64;0.1;92%;54.6;0.0;0.1;2.4;0.1;0.0;50;0.1;0.0;50;0.0;5;0;3.0;17.3;0.5;3.4;2.6;67;21;8;0.7;0.6;0.4;13;4;0;9.7;4.6;No recurring injuries;Very Low;5.6;74;1.4;0;0;0;0;0;0;0;0;0;0;1.2;0.8
First Division;Real Hispalis;Marash Kumbulla;D (C);;D (C);27;"6'3""";£51K - £74K p/w;£4.4M - £5.8M;Reasonable;Very Strong;6.97;0;2087;0;0;0.0;0.4;0.4;-0.4;0.0;0%;0.1;0.2;0.1;0.0;50%;0;0;0;3;0.1;1.37;0.1;94%;49.1;0.0;0.3;2.8;0.0;0.0;0;0.0;0.0;0;0.0;3;0;2.7;18.5;0.6;2.4;2.9;75;20;4;0.6;0.9;0.7;19;8;0;9.7;3.8;No recurring injuries;High;6.2;76;0.9;0;0;0;0;0;0;0;0;0;0;1.5;0.8
Premier League;Coventry;Oliver Dovin;GK;;GK;24;"6'2""";£24K - £34K p/w;£850K - £8.4M;Weak;Very Strong;7.00;1;2280;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;82%;27.9;0.0;0.0;1.3;0.0;0.0;0;0.0;0.0;0;0.0;0;0;7.3;9.6;0.2;0.2;0.0;50;8;0;0.0;3.2;0.0;0;0;0;5.0;0.1;No recurring injuries;Average;0.0;0;0.0;4;-5.07;1;74;59;65;19;51;8;50;1.3;2.0
Serie A;Bergamo;Marco Carnesecchi;GK;;GK;26;"6'3""";£24K - £28K p/w;£21M - £30M;Weak;Very Strong;6.72;1;2790;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;86%;25.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;9;0;5.2;4.6;0.0;0.1;0.0;0;2;0;0.0;1.9;0.0;0;0;0;5.4;0.0;No recurring injuries;Very Low;0.0;0;0.0;6;-0.29;2;70;30;39;11;37;2;0;1.4;1.1
Serie A;Spezia;Marco Ruggero;D (C);;D (C);26;"6'2""";£7.75K - £8.75K p/w;£2M - £4.2M;Weak;Very Strong;6.71;0;1603;0;0;0.0;0.55;0.55;-0.55;0.0;0%;0.0916666666666667;0.3;0.0;0.2;0%;0;0;0;0;0.0;0.15;0.0;94%;42.4;0.1;0.1;2.1;0.1;0.1;50;0.1;0.1;50;0.0;5;0;5.0;12.5;0.6;2.2;2.9;71;14;1;0.3;1.0;0.7;8;0;0;9.4;3.0;No recurring injuries;Very Low;5.4;58;1.3;0;0;0;0;0;0;0;0;0;0;0.6;1.2
Second Division;Coruña;Giacomo Quagliata;D (L);M (L);D/WB/M (L);27;"5'9""";£6.5K - £7.25K p/w;£170K - £1.7M;Very Strong;Weak;6.66;0;1713;0;0;0.0;0.01;0.01;-0.01;0.0;0%;0.01;0.1;0.0;0.1;0%;0;0;0;0;0.0;1.55;0.1;88%;46.8;0.2;1.6;4.3;6.9;0.7;9;6.4;0.7;11;2.3;15;3;15.8;10.5;2.9;3.3;9.6;89;62;1;0.5;1.2;0.2;49;3;0;12.4;25.7;No recurring injuries;Low;3.3;46;0.2;0;0;0;0;0;0;0;0;0;0;1.1;1.4
Sky Bet Championship;Burnley;Hjalmar Ekdal;D (C);D (R);D (RC);28;"6'2""";£25K - £35K p/w;£5M - £8M;Reasonable;Very Strong;6.90;0;3251;0;0;0.0;2.4;2.4;-2.4;0.1;0%;0.171428571428571;0.4;0.1;0.1;29%;0;0;0;2;0.1;1.82;0.1;93%;42.2;0.1;0.4;2.4;0.1;0.0;0;0.1;0.0;0;0.0;9;0;3.7;14.4;0.3;3.2;2.0;80;15;3;0.8;1.1;0.7;12;6;0;10.2;4.4;No recurring injuries;Average;5.1;72;0.6;0;0;1;0;0;0;0;0;0;0;1.6;0.9
Premier League;Ipswich;Jens Cajuste;M (C);;DM, M (C);27;"6'2""";£42K - £47K p/w;£12.5M - £14.5M;Reasonable;Very Strong;6.72;0;1533;0;0;0.0;1.65;1.65;-1.65;0.1;0%;0.075;1.3;0.6;0.9;45%;0;0;0;2;0.1;1.3;0.1;89%;61.3;0.1;1.5;5.3;0.4;0.1;28;0.4;0.1;29;0.6;4;2;8.0;7.9;2.3;2.4;9.1;80;49;6;0.5;0.9;0.5;11;1;0;13.4;17.1;No recurring injuries;Above Average;2.1;50;0.1;0;0;1;0;0;0;0;0;0;0;1.0;1.9
Serie A;Spezia;Giuseppe Aurelio;WB (L);;D/WB (L);27;"6'1""";£13.25K - £15.25K p/w;£1.7M;Very Strong;Weak;6.88;0;2670;0;0;0.0;0.29;0.29;-0.29;0.0;0%;0.058;0.2;0.0;0.1;0%;0;0;0;3;0.1;2;0.1;85%;49.2;0.0;1.5;5.9;5.2;1.1;21;5.2;1.1;21;2.1;25;2;17.3;8.7;2.0;3.3;9.8;71;84;3;0.8;1.3;0.3;38;3;0;11.9;21.4;No recurring injuries;Very Low;2.9;51;0.2;0;0;0;0;0;0;0;0;0;0;0.8;1.0
Serie A;Juventus;Andrea Cambiaso;D (L);D/WB/M (R);D/WB/M (RL);27;"5'11""";£78K - £92K p/w;£36M;Very Strong;Strong;6.96;1;3016;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;4;0.1;7.84;0.2;86%;51.2;0.4;2.0;5.1;6.6;1.3;19;6.6;1.3;19;2.1;27;7;9.5;11.6;1.8;3.1;9.2;75;79;2;0.7;0.8;0.2;58;4;0;12.8;25.2;No recurring injuries;Very Low;3.6;42;0.2;0;0;0;0;0;0;0;0;0;0;1.3;0.7
Sky Bet Championship;Stoke;Viktor Johansson;GK;;GK;28;"6'1""";£20.5K - £29.5K p/w;£6.6M - £11M;Weak;Very Strong;6.65;3;3429;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;80%;24.8;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;9;0;7.5;3.6;0.1;0.0;0.0;33;6;0;0.0;4.1;0.0;0;0;0;5.5;0.0;No recurring injuries;Above Average;0.0;0;0.0;8;8.35;1;70;27;72;22;52;6;33;0.9;1.4
Serie A;Celesti;Nicolò Rovella;DM;;DM;25;"5'10""";£100K - £120K p/w;£51M;Reasonable;Very Strong;6.99;0;3090;0;0;0.0;1.56;1.56;-1.56;0.0;0%;0.104;0.4;0.1;0.3;27%;0;0;0;7;0.2;3.67;0.1;94%;54.3;0.2;0.6;6.0;2.4;0.2;7;0.3;0.1;22;0.1;19;0;5.2;13.1;1.1;3.4;7.5;75;51;5;0.8;0.8;0.3;29;8;0;12.4;13.0;No recurring injuries;Very Low;1.4;64;0.1;0;0;0;0;0;0;0;0;0;0;1.2;1.2
Serie A;Cagliari;Elia Caprile;GK;;GK;25;"6'3""";£20.5K - £24K p/w;£12.5M - £15M;Weak;Very Strong;6.72;3;2700;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;82%;23.2;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;16;0;8.3;3.3;0.0;0.0;0.0;14;7;0;0.0;1.4;0.0;0;0;0;6.0;0.0;No recurring injuries;Very Low;0.0;0;0.0;6;5.54;1;74;31;55;20;37;7;14;0.6;1.2
Premier League;Aston Villa;Victor Lindelöf;D (C);;D (RC);32;"6'2""";£80K - £90K p/w;£1.4M - £3M;Fairly Strong;Very Strong;6.73;0;1509;0;0;0.0;0.08;0.08;-0.08;0.0;0%;0.08;0.1;0.0;0.0;0%;0;0;0;0;0.0;0.33;0.0;94%;66.1;0.1;0.1;5.5;0.6;0.0;0;0.6;0.0;0;0.0;0;0;6.2;11.7;1.6;3.8;3.8;75;36;2;1.0;1.2;0.6;10;2;0;11.9;11.9;Recurring moderate groin strain;Very High;4.9;55;0.7;0;0;1;0;0;0;0;0;0;0;1.4;1.8
First Division;Levante;Mattia Compagnon;AM (R);;AM (RL);25;"5'7""";£15K - £19K p/w;£325K - £9.4M;Very Strong;Weak;6.77;0;1314;0;0;0.0;2.7;2.7;-2.7;0.2;0%;0.122727272727273;1.5;0.6;0.5;41%;1;0;0;3;0.2;1.92;0.1;89%;43.2;0.3;2.2;3.4;4.0;0.5;13;4.0;0.5;14;4.2;14;6;22.5;3.6;1.4;1.3;9.0;70;30;0;0.1;0.7;0.0;10;0;0;11.3;15.1;No recurring injuries;Average;2.9;37;0.0;0;0;0;0;0;0;0;0;0;0;1.0;1.4
Bundesliga 2;1. FC Kaiserslautern;Maxwell Gyamfi;D (C);;D (C);27;"6'3""";£10.75K - £15.25K p/w;£180K - £1.8M;Weak;Very Strong;6.88;0;1534;0;0;0.0;0.19;0.19;-0.19;0.0;0%;0.0475;0.2;0.0;0.1;0%;0;0;0;1;0.1;0.5;0.0;92%;44.0;0.1;0.1;2.5;0.1;0.0;0;0.1;0.0;0;0.1;4;0;3.1;13.1;0.5;2.1;2.9;67;12;1;0.6;0.8;0.6;13;5;0;10.8;3.4;No recurring injuries;Average;4.3;78;1.5;0;0;0;0;0;0;0;0;0;0;0.9;1.0
First Division;A. Madrid;Matteo Ruggeri;WB (L);M (L);D/WB/M (L);24;"6'2""";£50K - £57K p/w;£51M - £73M;Very Strong;Weak;7.02;1;3572;0;0;0.0;0.58;0.58;-0.58;0.0;0%;0.058;0.3;0.1;0.1;50%;0;0;0;10;0.3;4.94;0.1;92%;60.3;0.4;1.3;7.4;3.1;0.5;16;2.4;0.3;14;1.3;32;2;13.6;11.8;1.4;3.4;9.4;67;85;8;0.6;1.0;0.5;40;2;0;12.3;20.1;No recurring injuries;Below Average;3.3;40;0.3;0;0;0;0;0;0;0;0;0;0;1.7;0.8
Eredivisie;Excelsior;Casper Widell;D (C);;D (C);23;"6'3""";£1.4K - £2.4K p/w;£550K - £5.4M;Weak;Very Strong;6.76;1;2700;0;0;0.0;1.5;1.5;-1.5;0.1;0%;0.1;0.5;0.0;0.1;0%;0;0;0;1;0.0;0.68;0.0;91%;41.6;0.1;0.0;1.5;0.0;0.0;100;0.0;0.0;100;0.0;5;0;3.1;19.5;0.7;2.4;2.7;95;21;0;0.6;1.1;1.5;16;4;0;10.1;3.9;No recurring injuries;Below Average;5.1;69;1.6;0;0;0;0;0;0;0;0;0;0;0.7;1.2
Serie A;Casciavit;Matteo Gabbia;D (C);DM;D (C), DM;27;"6'1""";£52K - £60K p/w;£45M - £66M;Reasonable;Very Strong;6.88;0;2816;0;0;0.0;1.73;1.73;-1.73;0.1;0%;0.123571428571429;0.4;0.1;0.2;21%;0;0;0;4;0.1;2.62;0.1;93%;51.0;0.2;0.3;2.5;0.0;0.0;0;0.0;0.0;0;0.0;6;0;2.9;12.1;0.5;2.8;2.6;77;22;1;0.4;0.8;0.5;17;3;3;10.1;5.4;No recurring injuries;Very Low;4.8;64;0.9;0;0;0;0;0;0;0;0;0;0;1.7;0.9
Serie A;Parma;Enrico Delprato;D (R);WB (R);D (RC), WB (R);27;"6'0""";£49.5K - £58K p/w;£14M;Weak;Very Strong;6.90;0;2623;0;0;0.0;1.34;1.34;-1.34;0.0;0%;0.121818181818182;0.4;0.1;0.2;18%;0;0;0;1;0.0;2.12;0.1;87%;50.3;0.2;1.6;5.6;5.6;1.4;25;5.6;1.4;25;1.4;23;5;12.1;11.7;2.1;2.6;9.4;82;76;5;0.4;0.8;1.1;41;5;1;10.8;20.0;No recurring injuries;Very Low;3.1;49;0.3;0;0;0;0;0;0;0;0;0;0;0.8;1.0
Premier League;Estrela da Amadora SAD;Kevin Höög Jansson;DM;M (C);D (C), DM, M (C);26;"6'3""";£1.5K - £2.2K p/w;£140K - £1.4M;Very Strong;Reasonable;6.68;1;1450;0;0;0.0;0.72;0.72;-0.72;0.0;0%;0.102857142857143;0.4;0.0;0.2;0%;0;0;0;0;0.0;2.01;0.1;94%;51.1;0.2;0.9;5.5;0.5;0.2;37;0.1;0.1;50;0.1;8;0;8.1;11.5;0.7;2.7;5.8;63;19;1;0.4;0.8;0.2;11;4;0;11.3;10.2;No recurring injuries;Above Average;3.8;69;0.7;0;0;0;0;0;0;0;0;0;0;0.9;1.3
Serie A;Parthenope;Alex Meret;GK;;GK;30;"6'4""";£90K - £105K p/w;£20M - £29M;Very Strong;Weak;7.05;2;3060;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;83%;24.1;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;7;0;8.3;2.9;0.0;0.0;0.0;0;0;0;0.0;1.1;0.0;0;0;0;6.6;0.0;No recurring injuries;Very Low;0.0;0;0.0;15;3.64;0;76;14;50;14;24;0;0;1.5;0.7
Jupiler Pro League;RSC Anderlecht;Adam Dźwigała;D (C);D (R), DM;D (RC), DM;31;"6'1""";£4.9K - £8.25K p/w;£90K - £900K;Reasonable;Very Strong;6.73;0;2450;0;0;0.0;0.13;0.13;-0.13;0.0;0%;0.13;0.0;0.0;0.0;100%;0;0;0;2;0.1;1.67;0.1;92%;41.8;0.0;0.2;1.7;0.1;0.0;50;0.1;0.0;50;0.0;5;0;3.3;15.1;0.3;3.4;1.8;50;14;5;1.0;1.0;0.4;10;5;0;9.8;4.1;No recurring injuries;Average;3.6;72;0.2;0;0;0;0;0;0;0;0;0;0;1.3;0.9
Jupiler Pro League;KV Mechelen;Radosław Murawski;M (C);;DM, M (C);32;"5'8""";£2.2K - £3.7K p/w;Not for Sale;Reasonable;Very Strong;6.87;0;1968;0;0;0.0;1.57;1.57;-1.57;0.1;0%;0.112142857142857;0.6;0.0;0.1;7%;1;0;0;4;0.2;2.6;0.1;94%;52.3;0.2;0.6;4.4;0.2;0.1;50;0.2;0.1;50;0.2;12;0;6.5;12.8;0.8;2.9;5.8;89;19;0;0.6;0.7;0.3;22;7;0;11.6;11.4;No recurring injuries;Low;1.7;43;0.2;0;0;0;0;0;0;0;0;0;0;1.2;1.6
Ligue 1 McDonald's;Reims;Karol Linetty;DM;;DM, M (C);32;"5'9""";£34.5K - £45.5K p/w;£350K - £3.4M;Fairly Strong;Very Strong;6.82;0;1545;0;0;0.0;0.5;0.5;-0.5;0.0;0%;0.0555555555555556;0.5;0.1;0.3;11%;0;0;0;0;0.0;1.82;0.1;89%;50.8;0.2;0.9;5.4;0.2;0.1;25;0.2;0.1;33;0.2;11;1;6.9;13.2;0.9;3.2;7.2;68;22;1;0.6;1.2;0.2;14;1;0;11.9;13.4;No recurring injuries;Above Average;1.4;33;0.1;0;0;0;0;0;0;0;0;0;0;0.9;1.2
Serie A;Sassuolo;Filippo Romagna;D (C);;D (C);29;"6'1""";£19.75K - £30.5K p/w;£4.6M - £9M;Weak;Very Strong;6.66;0;2250;0;0;0.0;0.73;0.73;-0.73;0.0;0%;0.09125;0.3;0.0;0.1;0%;0;0;0;0;0.0;0.69;0.0;91%;42.0;0.1;0.0;1.7;0.0;0.0;0;0.0;0.0;0;0.0;7;0;3.4;12.4;0.5;2.2;2.6;76;17;0;0.5;1.2;0.8;16;3;0;9.0;3.0;No recurring injuries;Very Low;4.8;72;1.1;0;0;2;0;0;0;0;0;0;0;1.1;1.6
Ligue 1 McDonald's;Paris FC;Otávio;D (C);;D (C);24;"6'2""";£29.5K - £34K p/w;£9.6M - £11.5M;Very Strong;Weak;6.73;0;2700;0;0;0.0;0.15;0.15;-0.15;0.0;0%;0.05;0.1;0.0;0.1;0%;0;0;0;1;0.0;0.53;0.0;91%;49.7;0.0;0.2;2.5;0.0;0.0;0;0.0;0.0;0;0.0;6;0;2.2;15.0;0.6;3.1;2.6;90;20;3;0.7;0.8;0.8;9;3;0;9.9;3.7;No recurring injuries;Below Average;4.8;70;0.9;0;0;0;0;0;0;0;0;0;0;1.1;1.0
Serie A;Spezia;Andrea Cistana;D (C);;D (C);29;"6'2""";£5K - £7.75K p/w;£110K - £1.1M;Weak;Very Strong;6.74;1;3040;0;0;0.0;1.28;1.28;-1.28;0.0;0%;0.128;0.3;0.1;0.1;20%;0;0;0;3;0.1;0.41;0.0;91%;41.1;0.0;0.2;1.7;0.0;0.0;0;0.0;0.0;0;0.0;6;0;4.4;11.6;0.7;2.1;2.8;86;29;4;0.4;1.4;0.6;19;4;1;10.2;3.6;No recurring injuries;Very Low;5.4;62;1.2;0;0;0;0;0;0;0;0;0;0;0.8;1.2
Premier League;Spurs;Guglielmo Vicario;GK;;GK;30;"6'4""";£120K - £165K p/w;£36M - £45M;Weak;Very Strong;7.06;3;3600;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;93%;23.1;0.0;0.0;0.3;0.0;0.0;0;0.0;0.0;0;0.0;0;0;2.0;7.3;0.1;0.6;0.0;50;4;0;0.0;1.5;0.0;0;0;0;4.2;0.1;No recurring injuries;Below Average;0.0;0;0.0;19;8.13;1;82;78;66;8;34;4;50;1.6;0.8
Premier League;Alverca SAD;Diogo Spencer;D (R);;D/WB (R);22;"5'10""";£1.6K - £2.7K p/w;£500K - £5M;Reasonable;Very Strong;6.82;0;1313;0;0;0.0;0.45;0.45;-0.45;0.0;0%;0.1125;0.3;0.1;0.1;50%;0;0;0;1;0.1;1.13;0.1;85%;47.9;0.4;1.2;4.0;6.0;0.9;14;6.0;0.9;15;4.0;19;3;16.9;10.9;1.8;2.7;9.3;96;27;0;0.8;1.4;0.1;11;3;0;12.8;22.9;No recurring injuries;High;3.3;48;0.0;0;0;0;0;0;0;0;0;0;0;0.8;1.3
Bundesliga 2;SC Paderborn 07;Marcel Hoffmeier;D (C);D (RL);D (RLC);27;"6'0""";£5.5K - £8K p/w;£1.1M - £2.5M;Fairly Strong;Very Strong;6.80;0;1096;0;0;0.0;0.57;0.57;-0.57;0.0;0%;0.285;0.2;0.0;0.1;0%;0;0;0;0;0.0;3.07;0.3;93%;46.0;0.2;0.4;3.2;0.4;0.1;20;0.4;0.1;20;0.6;6;0;5.5;12.7;0.7;3.1;4.6;64;14;2;0.5;1.1;0.5;14;3;0;10.9;7.9;No recurring injuries;Below Average;3.2;69;0.4;0;0;0;0;0;0;0;0;0;0;0.7;1.1
Serie A;Juventus;Michele Di Gregorio;GK;;GK;29;"6'2""";£54K - £64K p/w;£29M - £34M;Reasonable;Very Strong;6.89;2;3270;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;91%;25.1;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;16;0;9.0;4.5;0.0;0.0;0.0;0;2;0;0.0;1.1;0.0;0;0;0;6.1;0.0;No recurring injuries;Very Low;0.0;0;0.0;16;8.5;1;72;13;37;20;27;2;0;1.4;0.7
Premier League;Torreense;Benoît Nyssen;D (C);D/WB/M (L);D (LC), WB/M (L);29;"6'1""";£2.5K - £4.4K p/w;£750K - £1.7M;Reasonable;Very Strong;6.68;0;1064;0;0;0.0;0.17;0.17;-0.17;0.0;0%;0.085;0.2;0.0;0.0;0%;0;0;0;0;0.0;0.41;0.0;94%;43.8;0.1;0.1;1.6;0.5;0.1;16;0.5;0.1;17;0.2;2;0;4.1;13.1;0.4;3.2;3.2;63;8;0;0.4;1.3;0.3;7;3;0;10.1;4.7;No recurring injuries;Above Average;3.6;60;0.6;0;0;0;0;0;0;0;0;0;0;0.6;1.4
Serie A;Bologna;Nicolò Casale;D (C);;D (C);29;"6'3""";£27.5K - £32.5K p/w;£700K - £7M;Reasonable;Very Strong;6.90;1;2503;0;0;0.0;0.24;0.24;-0.24;0.0;0%;0.06;0.1;0.0;0.0;25%;0;0;0;1;0.0;1.08;0.0;94%;44.2;0.0;0.1;2.2;0.1;0.0;0;0.1;0.0;0;0.0;5;0;4.5;15.4;0.6;2.6;2.5;75;24;4;0.6;1.2;0.4;16;6;0;9.9;3.8;No recurring injuries;Above Average;5.6;76;1.0;0;0;0;0;0;0;0;0;0;0;1.4;1.5
Second Division;Almería;Chumi;D (C);;D (C);28;"6'1""";£10.5K - £17.75K p/w;£2.7M;Fairly Strong;Very Strong;6.87;0;1984;0;0;0.0;1.24;1.24;-1.24;0.1;0%;0.137777777777778;0.4;0.1;0.1;22%;0;0;0;1;0.0;0.91;0.0;92%;41.1;0.1;0.2;1.9;0.1;0.0;0;0.1;0.0;0;0.0;6;0;2.8;20.1;0.2;3.3;2.4;83;6;1;0.6;0.6;0.6;8;3;0;10.2;3.6;No recurring injuries;Below Average;5.4;72;0.9;0;0;0;0;0;0;0;0;0;0;1.5;1.0
